	popularity	song_id	artist_id	album_id	song_name	artist_name	album_name	explicit	disc_number	track_number	uri	tempo	type	key	loudness	mode	speechiness	liveness	valence	danceability	energy	track_href	analysis_url	duration_ms	time_signature	acousticness	instrumentalness	artist_genres	artist_popularity	album_popularity	album_release_date
837	71	0UrWr7Jnu1heq1o99ZwUd0	6KO6G41BBLTDNYOLefWTMU	4eUmncMYQRg0Ot29KKqbuk	Youth Of The Nation	P.O.D.	Satellite (U.S. Version WEA Distribution)	False	1	4	spotify:track:0UrWr7Jnu1heq1o99ZwUd0	97.867	audio_features	8	-7.533	1	0.0621	0.39	0.517	0.563	0.86	https://api.spotify.com/v1/tracks/0UrWr7Jnu1heq1o99ZwUd0	https://api.spotify.com/v1/audio-analysis/0UrWr7Jnu1heq1o99ZwUd0	256240	4	0.00834	0.0106	alternative metal	64.0	64	2001-09-11
864	64	5DooySfCD1xCJ49gQm9rx7	6KO6G41BBLTDNYOLefWTMU	4eUmncMYQRg0Ot29KKqbuk	Boom	P.O.D.	Satellite (U.S. Version WEA Distribution)	False	1	3	spotify:track:5DooySfCD1xCJ49gQm9rx7	90.911	audio_features	9	-5.863	1	0.0721	0.0624	0.644	0.559	0.931	https://api.spotify.com/v1/tracks/5DooySfCD1xCJ49gQm9rx7	https://api.spotify.com/v1/audio-analysis/5DooySfCD1xCJ49gQm9rx7	190760	4	0.00318	1.24e-05	alternative metal	64.0	64	2001-09-11
900	66	1fJFuvU2ldmeAm5nFIHcPP	6FBDaR13swtiWwGhX1WQsP	3nHpBmW5wJXGeC3ojBkpey	First Date	blink-182	Take Off Your Pants And Jacket	False	1	3	spotify:track:1fJFuvU2ldmeAm5nFIHcPP	95.597	audio_features	0	-4.269	1	0.0415	0.187	0.857	0.582	0.914	https://api.spotify.com/v1/tracks/1fJFuvU2ldmeAm5nFIHcPP	https://api.spotify.com/v1/audio-analysis/1fJFuvU2ldmeAm5nFIHcPP	171533	4	0.000642	0.0	modern rock	78.0	62	2001
927	61	2ydUT1pFhuLDnouelIv4WH	6FBDaR13swtiWwGhX1WQsP	3nHpBmW5wJXGeC3ojBkpey	The Rock Show	blink-182	Take Off Your Pants And Jacket	True	1	6	spotify:track:2ydUT1pFhuLDnouelIv4WH	193.074	audio_features	9	-4.563	1	0.111	0.0708	0.824	0.418	0.959	https://api.spotify.com/v1/tracks/2ydUT1pFhuLDnouelIv4WH	https://api.spotify.com/v1/audio-analysis/2ydUT1pFhuLDnouelIv4WH	171600	4	0.000389	0.0	modern rock	78.0	62	2001
963	72	5QpaGzWp0hwB5faV8dkbAz	5aMmmNxw4vgpc5XC6hK0zp	2Ir1mtE8K61cCNY5WQyKGV	Wherever You Will Go	The Calling	Camino Palmero	False	1	3	spotify:track:5QpaGzWp0hwB5faV8dkbAz	112.027	audio_features	2	-5.113	1	0.0267	0.115	0.371	0.558	0.719	https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz	https://api.spotify.com/v1/audio-analysis/5QpaGzWp0hwB5faV8dkbAz	208600	4	0.0367	0.0	neo mellow	64.0	62	2001
990	73	2Mpj1Ul5OFPyyP4wB62Rvi	1Y8cdNmUJH7yBTd9yOvr5i	2HcjLD0ButtKsQYqzoyOx9	Survivor	Destiny's Child	Survivor	False	1	2	spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi	161.109	audio_features	1	-2.027	0	0.41	0.775	0.619	0.514	0.911	https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi	https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi	254027	4	0.0559	0.0	dance pop	75.0	66	2001-05-01
1017	67	69XUpOpjzDKcfdxqZebGiI	1Y8cdNmUJH7yBTd9yOvr5i	2HcjLD0ButtKsQYqzoyOx9	Independent Women, Pt. 1	Destiny's Child	Survivor	False	1	1	spotify:track:69XUpOpjzDKcfdxqZebGiI	97.954	audio_features	6	-3.782	0	0.206	0.169	0.927	0.73	0.602	https://api.spotify.com/v1/tracks/69XUpOpjzDKcfdxqZebGiI	https://api.spotify.com/v1/audio-analysis/69XUpOpjzDKcfdxqZebGiI	221133	4	0.362	3.69e-06	dance pop	75.0	66	2001-05-01
1053	66	41nT1Sp6ChR65FbsdLlFHW	1Y8cdNmUJH7yBTd9yOvr5i	2HcjLD0ButtKsQYqzoyOx9	Bootylicious	Destiny's Child	Survivor	False	1	3	spotify:track:41nT1Sp6ChR65FbsdLlFHW	103.376	audio_features	1	-4.386	0	0.275	0.152	0.637	0.84	0.835	https://api.spotify.com/v1/tracks/41nT1Sp6ChR65FbsdLlFHW	https://api.spotify.com/v1/audio-analysis/41nT1Sp6ChR65FbsdLlFHW	207907	4	0.00281	1.11e-06	dance pop	75.0	66	2001-05-01
1062	63	5sN8MGWR2pu2Rn3oAOPYXt	1Y8cdNmUJH7yBTd9yOvr5i	480AZOo2VQ1kf3GedAiKV9	Survivor	Destiny's Child	Survivor	False	1	2	spotify:track:5sN8MGWR2pu2Rn3oAOPYXt	161.188	audio_features	8	-2.071	1	0.398	0.776	0.655	0.524	0.904	https://api.spotify.com/v1/tracks/5sN8MGWR2pu2Rn3oAOPYXt	https://api.spotify.com/v1/audio-analysis/5sN8MGWR2pu2Rn3oAOPYXt	254040	4	0.0533	0.0	dance pop	75.0	61	2001-01-01
1086	60	5EDUIiDf1Sp6nVnmCMRxa2	1Y8cdNmUJH7yBTd9yOvr5i	480AZOo2VQ1kf3GedAiKV9	Independent Women, Pt. 1	Destiny's Child	Survivor	False	1	1	spotify:track:5EDUIiDf1Sp6nVnmCMRxa2	96.933	audio_features	6	-3.751	0	0.263	0.183	0.922	0.517	0.598	https://api.spotify.com/v1/tracks/5EDUIiDf1Sp6nVnmCMRxa2	https://api.spotify.com/v1/audio-analysis/5EDUIiDf1Sp6nVnmCMRxa2	221627	4	0.388	2.22e-06	dance pop	75.0	61	2001-01-01
1092	66	6KtLECDztnah63TNmV4Plw	3YcBF2ttyueytpXtEzn1Za	1rQZbncicoXyB64DqoH7OY	Wish You Were Here	Incubus	Morning View	False	1	3	spotify:track:6KtLECDztnah63TNmV4Plw	169.873	audio_features	9	-7.48	1	0.0387	0.102	0.35	0.246	0.768	https://api.spotify.com/v1/tracks/6KtLECDztnah63TNmV4Plw	https://api.spotify.com/v1/audio-analysis/6KtLECDztnah63TNmV4Plw	212733	4	0.000631	0.301	alternative metal	72.0	61	2001-10-15
1119	65	4hrae8atte6cRlSC9a7VCO	1J2VVASYAamtQ3Bt8wGgA6	2wMavIKnu6feFNOeQ1hVwf	Always On Time	Ja Rule	Pain Is Love	True	1	5	spotify:track:4hrae8atte6cRlSC9a7VCO	96.619	audio_features	5	-6.007	0	0.278	0.301	0.827	0.607	0.714	https://api.spotify.com/v1/tracks/4hrae8atte6cRlSC9a7VCO	https://api.spotify.com/v1/audio-analysis/4hrae8atte6cRlSC9a7VCO	245063	4	0.205	0.0	dance pop	71.0	55	2001-01-01
1146	66	69j0KoPJuwpnbGWrfn7Yll	7dOBabd5O4CvKrg4iriHTM	64du8CiAmKAzVswhA3RK4r	Picture (feat. Sheryl Crow) - Featuring Sheryl Crow Album Version	Kid Rock	Cocky	False	1	9	spotify:track:69j0KoPJuwpnbGWrfn7Yll	97.945	audio_features	7	-7.332	1	0.0241	0.107	0.376	0.692	0.496	https://api.spotify.com/v1/tracks/69j0KoPJuwpnbGWrfn7Yll	https://api.spotify.com/v1/audio-analysis/69j0KoPJuwpnbGWrfn7Yll	298960	4	0.172	6.42e-06	alternative metal	69.0	57	2001-11-19
1173	63	25CMmGsl22APKhfuj4Tp7j	5KDIH2gF0VpelTqyQS7udb	0OwSOrPWyP9batKOhOnaPt	It's Been Awhile	Staind	Break The Cycle	True	1	4	spotify:track:25CMmGsl22APKhfuj4Tp7j	116.529	audio_features	6	-4.054	1	0.0338	0.143	0.0824	0.509	0.774	https://api.spotify.com/v1/tracks/25CMmGsl22APKhfuj4Tp7j	https://api.spotify.com/v1/audio-analysis/25CMmGsl22APKhfuj4Tp7j	264707	4	0.00189	0.000549	alternative metal	67.0	55	2001-05-22
1200	61	50Re2bLgXqG9qN7v2QHNTm	5KDIH2gF0VpelTqyQS7udb	2JHjVEvYNVQ9FUUMB2LcMl	Outside - Original	Staind	Break The Cycle	False	1	11	spotify:track:50Re2bLgXqG9qN7v2QHNTm	146.564	audio_features	1	-4.708	1	0.0262	0.0752	0.218	0.515	0.594	https://api.spotify.com/v1/tracks/50Re2bLgXqG9qN7v2QHNTm	https://api.spotify.com/v1/audio-analysis/50Re2bLgXqG9qN7v2QHNTm	293133	4	0.00844	0.00658	alternative metal	67.0	50	2001-05-22
1212	70	7HX9f8AMBl0vQxAoAzLqhS	77tT1kLj6mCWtFNqiOmP9H	4tUyNf5dGXwY4TaMaxwhqF	You Make My Dreams - Remastered	Daryl Hall & John Oates	The Very Best of Daryl Hall / John Oates	False	1	7	spotify:track:7HX9f8AMBl0vQxAoAzLqhS	167.084	audio_features	5	-9.944	1	0.0484	0.0501	0.939	0.749	0.484	https://api.spotify.com/v1/tracks/7HX9f8AMBl0vQxAoAzLqhS	https://api.spotify.com/v1/audio-analysis/7HX9f8AMBl0vQxAoAzLqhS	187431	4	0.13	0.137	album rock	74.0	61	2001-01-22
1239	74	0DiWol3AO6WpXZgp0goxAV	4tZwfgrHOc3mvqYlEYSvVi	2noRn2Aes5aoNVsU6iWThc	One More Time	Daft Punk	Discovery	False	1	1	spotify:track:0DiWol3AO6WpXZgp0goxAV	122.752	audio_features	2	-8.618	1	0.133	0.332	0.476	0.611	0.697	https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV	https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV	320357	4	0.0193	0.0	electro	81.0	70	2001-03-07
1293	68	5W3cjX2J3tjhG8zb6u0qHn	4tZwfgrHOc3mvqYlEYSvVi	2noRn2Aes5aoNVsU6iWThc	Harder Better Faster Stronger	Daft Punk	Discovery	False	1	4	spotify:track:5W3cjX2J3tjhG8zb6u0qHn	123.475	audio_features	6	-8.898	0	0.144	0.358	0.692	0.817	0.716	https://api.spotify.com/v1/tracks/5W3cjX2J3tjhG8zb6u0qHn	https://api.spotify.com/v1/audio-analysis/5W3cjX2J3tjhG8zb6u0qHn	224693	4	0.0427	0.00263	electro	81.0	70	2001-03-07
1329	66	1NeLwFETswx8Fzxl2AFl91	4tZwfgrHOc3mvqYlEYSvVi	2noRn2Aes5aoNVsU6iWThc	Something About Us	Daft Punk	Discovery	False	1	9	spotify:track:1NeLwFETswx8Fzxl2AFl91	99.958	audio_features	9	-12.673	0	0.0986	0.046	0.384	0.875	0.475	https://api.spotify.com/v1/tracks/1NeLwFETswx8Fzxl2AFl91	https://api.spotify.com/v1/audio-analysis/1NeLwFETswx8Fzxl2AFl91	232667	4	0.44	0.72	electro	81.0	70	2001-03-07
1338	65	3RmKpob8xzv1pzHEQrMJah	4d3yvTptO48nOYTPBcPFZC	6ZWL1xSTEvqs5A6dBh8vZw	Let Me Blow Ya Mind	Eve	Scorpion	True	1	4	spotify:track:3RmKpob8xzv1pzHEQrMJah	90.038	audio_features	8	-4.278	0	0.116	0.0674	0.869	0.909	0.539	https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah	https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah	229933	4	0.243	0.0	dance pop	64.0	56	2001-01-01
1392	64	3Dupb5AcaVFErlSSfl3szW	7CckquWatDQSr3PFKkjM8M	4xNCqk5KdkOQvdbaepGjTY	I Won't Say (I'm In Love)	Susan Egan	Disney's Greatest Volume 1	False	1	3	spotify:track:3Dupb5AcaVFErlSSfl3szW	121.071	audio_features	0	-9.451	1	0.0438	0.147	0.54	0.673	0.463	https://api.spotify.com/v1/tracks/3Dupb5AcaVFErlSSfl3szW	https://api.spotify.com/v1/audio-analysis/3Dupb5AcaVFErlSSfl3szW	140093	4	0.25	0.0	broadway	57.0	62	2001-01-01
1446	62	5yxwEIMUMv9re3fsVDIZ9A	6Id8rcDNyBXPcgKQVfQ8rX	4xNCqk5KdkOQvdbaepGjTY	"Kiss the Girl - From ""The Little Mermaid""/Soundtrack Version"	Samuel E. Wright	Disney's Greatest Volume 1	False	1	10	spotify:track:5yxwEIMUMv9re3fsVDIZ9A	134.868	audio_features	0	-16.556	1	0.0588	0.0924	0.695	0.663	0.21	https://api.spotify.com/v1/tracks/5yxwEIMUMv9re3fsVDIZ9A	https://api.spotify.com/v1/audio-analysis/5yxwEIMUMv9re3fsVDIZ9A	163667	4	0.718	0.0	disney	61.0	62	2001-01-01
1458	61	4ASPjY65S7crmZBHML0L8d	1GlMjIezcLwV3OFlX0uXOv	4xNCqk5KdkOQvdbaepGjTY	"Reflection - From ""Mulan""/Soundtrack Version"	Lea Salonga	Disney's Greatest Volume 1	False	1	2	spotify:track:4ASPjY65S7crmZBHML0L8d	83.005	audio_features	9	-13.586	1	0.0368	0.342	0.0924	0.251	0.309	https://api.spotify.com/v1/tracks/4ASPjY65S7crmZBHML0L8d	https://api.spotify.com/v1/audio-analysis/4ASPjY65S7crmZBHML0L8d	146840	4	0.817	0.00492	hollywood	64.0	62	2001-01-01
1470	67	5mNV8Mz59bzyuQ53gTw0c0	7Aq8lpLMSt1Zxu56pe9bmp	2LFRjzwf61Y7CIl54Kiq8j	Where the Party At	Jagged Edge	Jagged Little Thrill	False	1	2	spotify:track:5mNV8Mz59bzyuQ53gTw0c0	129.491	audio_features	5	-6.239	0	0.226	0.0847	0.86	0.596	0.661	https://api.spotify.com/v1/tracks/5mNV8Mz59bzyuQ53gTw0c0	https://api.spotify.com/v1/audio-analysis/5mNV8Mz59bzyuQ53gTw0c0	232573	5	0.31	0.0	dance pop	63.0	56	2001-07-03
1524	63	4O2N861eOnF9q8EtpH8IJu	00sazWvoTLOqg5MFwC68Um	7JG0QwvJRzPILHEW1xHEJj	Comptine d'un autre été, l'après-midi	Yann Tiersen	Amélie (Original Soundtrack)	False	1	4	spotify:track:4O2N861eOnF9q8EtpH8IJu	100.084	audio_features	2	-15.378	1	0.0465	0.106	0.0559	0.484	0.192	https://api.spotify.com/v1/tracks/4O2N861eOnF9q8EtpH8IJu	https://api.spotify.com/v1/audio-analysis/4O2N861eOnF9q8EtpH8IJu	140733	4	0.991	0.908	bow pop	68.0	54	2001-04-23
1578	73	2lnzGkdtDj5mtlcOW2yRtG	0EmeFodog0BfCgMzAIvKQp	4DyMK9x2gnmRkRa16zHaEV	Whenever, Wherever	Shakira	Laundry Service	False	1	3	spotify:track:2lnzGkdtDj5mtlcOW2yRtG	107.661	audio_features	1	-4.862	0	0.0406	0.202	0.872	0.793	0.832	https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG	https://api.spotify.com/v1/audio-analysis/2lnzGkdtDj5mtlcOW2yRtG	196160	4	0.236	1.12e-05	dance pop	83.0	66	2001-11-12
1632	63	6YK2tAEYnHgYkkC6TSziqM	4F84IBURUo98rz4r61KF70	0LicnijsvZ3Q7OCU0g9U8Z	Fell In Love With A Girl	The White Stripes	White Blood Cells	False	1	4	spotify:track:6YK2tAEYnHgYkkC6TSziqM	88.21	audio_features	4	-1.743	0	0.162	0.854	0.369	0.178	0.981	https://api.spotify.com/v1/tracks/6YK2tAEYnHgYkkC6TSziqM	https://api.spotify.com/v1/audio-analysis/6YK2tAEYnHgYkkC6TSziqM	110093	4	0.704	7.45e-05	alternative rock	73.0	58	2001
1686	59	1N883b1C3trjGcx2h4E99B	4F84IBURUo98rz4r61KF70	0LicnijsvZ3Q7OCU0g9U8Z	We're Going To Be Friends	The White Stripes	White Blood Cells	False	1	9	spotify:track:1N883b1C3trjGcx2h4E99B	97.213	audio_features	7	-5.499	1	0.0277	0.0773	0.386	0.533	0.459	https://api.spotify.com/v1/tracks/1N883b1C3trjGcx2h4E99B	https://api.spotify.com/v1/audio-analysis/1N883b1C3trjGcx2h4E99B	142227	4	0.687	0.0	alternative rock	73.0	58	2001
1722	70	0svl7cK07gK1ia5ainczU5	1YfEcTuGvBQ8xSD1f53UnK	1FH8ruELaU1kthrFvdcSmt	Break Ya Neck	Busta Rhymes	Genesis	True	1	10	spotify:track:0svl7cK07gK1ia5ainczU5	83.011	audio_features	4	-6.759	0	0.251	0.0613	0.737	0.82	0.809	https://api.spotify.com/v1/tracks/0svl7cK07gK1ia5ainczU5	https://api.spotify.com/v1/audio-analysis/0svl7cK07gK1ia5ainczU5	231240	4	0.443	0.00175	dirty south rap	74.0	59	2001-10-22
1776	62	7GQqj9jRtDkMp8zByehXQI	1l7ZsJRRS8wlW3WfJfPfNS	1Kg7AyuyIMTfD6geg9VghI	"Lady Marmalade - From ""Moulin Rouge"" Soundtrack"	Christina Aguilera	Moulin Rouge	False	1	2	spotify:track:7GQqj9jRtDkMp8zByehXQI	109.897	audio_features	5	-3.594	1	0.0515	0.658	0.673	0.751	0.766	https://api.spotify.com/v1/tracks/7GQqj9jRtDkMp8zByehXQI	https://api.spotify.com/v1/audio-analysis/7GQqj9jRtDkMp8zByehXQI	264847	4	0.0174	8.07e-06	dance pop	79.0	57	2001-01-01
1784	62	2WQAknZHrJAEQOFXe0F44P	1UTPBmNbXNTittyMJrNkvw	4BRHk20nhD24APuvO9PvC8	Austin	Blake Shelton	Blake Shelton	False	1	4	spotify:track:2WQAknZHrJAEQOFXe0F44P	119.914	audio_features	7	-7.063	1	0.0278	0.0982	0.275	0.605	0.609	https://api.spotify.com/v1/tracks/2WQAknZHrJAEQOFXe0F44P	https://api.spotify.com/v1/audio-analysis/2WQAknZHrJAEQOFXe0F44P	230333	4	0.188	0.0	contemporary country	75.0	55	2001-07-31
1792	60	5wane5dFpp8xgriui6y0c7	1UTPBmNbXNTittyMJrNkvw	4BRHk20nhD24APuvO9PvC8	Ol' Red	Blake Shelton	Blake Shelton	False	1	5	spotify:track:5wane5dFpp8xgriui6y0c7	75.049	audio_features	10	-7.713	1	0.0365	0.113	0.494	0.664	0.556	https://api.spotify.com/v1/tracks/5wane5dFpp8xgriui6y0c7	https://api.spotify.com/v1/audio-analysis/5wane5dFpp8xgriui6y0c7	221267	4	0.146	3.91e-06	contemporary country	75.0	55	2001-07-31
1808	64	3OOFEF20WqtsUPcRbPY3L7	6A43Djmhbe9100UwnI7epV	5OCg9OWnL1PY4tW2ON8ssj	Short Skirt / Long Jacket	Cake	Comfort Eagle	False	1	4	spotify:track:3OOFEF20WqtsUPcRbPY3L7	119.995	audio_features	2	-6.552	1	0.0451	0.0263	0.881	0.778	0.899	https://api.spotify.com/v1/tracks/3OOFEF20WqtsUPcRbPY3L7	https://api.spotify.com/v1/audio-analysis/3OOFEF20WqtsUPcRbPY3L7	204133	4	0.0028	0.0345	alternative rock	65.0	58	2001-07-23
1816	62	6a5jHgwqYMk9wlYJYfs3c9	5VfqJBmXcf6ZqXoGij5qTE	3hwPsvBmnFXv5qFueDDUjN	Can We Talk	Tevin Campbell	The Best Of Tevin Campbell	False	1	1	spotify:track:6a5jHgwqYMk9wlYJYfs3c9	172.365	audio_features	2	-7.424	0	0.0425	0.0446	0.614	0.658	0.711	https://api.spotify.com/v1/tracks/6a5jHgwqYMk9wlYJYfs3c9	https://api.spotify.com/v1/audio-analysis/6a5jHgwqYMk9wlYJYfs3c9	284587	4	0.0759	1.77e-05	dance pop	55.0	54	2001
1824	62	3aw9iWUQ3VrPQltgwvN9Xu	1XkoF8ryArs86LZvFOkbyr	5QJmKwPveBV4IwLlo4OcG4	Family Affair	Mary J. Blige	No More Drama	False	1	2	spotify:track:3aw9iWUQ3VrPQltgwvN9Xu	92.895	audio_features	8	-3.795	0	0.0436	0.0861	0.966	0.925	0.56	https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu	https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu	265867	4	0.138	1.19e-05	dance pop	71.0	51	2001-01-01
1832	65	2SLZ2rX5773RS16mcqBxG7	7urq0VfqxEYEEiZUkebXT4	6QlbqTqKJt1UnuH3PLz9mb	Peaches And Cream	112	Part III	False	1	4	spotify:track:2SLZ2rX5773RS16mcqBxG7	203.862	audio_features	4	-6.255	0	0.334	0.0532	0.768	0.677	0.52	https://api.spotify.com/v1/tracks/2SLZ2rX5773RS16mcqBxG7	https://api.spotify.com/v1/audio-analysis/2SLZ2rX5773RS16mcqBxG7	193093	4	0.00277	0.0	boy band	68.0	57	2001
1840	61	1eK4KsyjAzr2xJ86Tj5SWa	2MqhkhX4npxDZ62ObR5ELO	31WICFGGJBKetL5NZG5nbg	Crawling In The Dark	Hoobastank	Hoobastank	False	1	1	spotify:track:1eK4KsyjAzr2xJ86Tj5SWa	93.675	audio_features	6	-4.491	0	0.0885	0.138	0.698	0.592	0.932	https://api.spotify.com/v1/tracks/1eK4KsyjAzr2xJ86Tj5SWa	https://api.spotify.com/v1/audio-analysis/1eK4KsyjAzr2xJ86Tj5SWa	175027	4	0.000295	7.59e-05	alternative metal	67.0	51	2001-01-01
1856	67	74JdR9aXE6I74oS1BVRsvb	3Inrg8cs8oc4q8oPES4a6S	5RDrnVcOfimhUGIx84Uoid	O-o-h Child - Remastered	The Five Stairsteps	The First Family of Soul: The Best of The Five Stairsteps	False	1	17	spotify:track:74JdR9aXE6I74oS1BVRsvb	88.369	audio_features	5	-7.95	0	0.0381	0.678	0.664	0.488	0.754	https://api.spotify.com/v1/tracks/74JdR9aXE6I74oS1BVRsvb	https://api.spotify.com/v1/audio-analysis/74JdR9aXE6I74oS1BVRsvb	197160	4	0.00154	2.42e-05	chicago soul	54.0	55	2001-11-06
1872	61	26J61MmE6YCWqIyROZdEgL	0xxJO75NeIAF5jYruLYIDT	5wQ2fnyW0fe27ctaysMJS2	Ten Rounds with Jose Cuervo - Recall Mix	Tracy Byrd	Ten Rounds	False	1	3	spotify:track:26J61MmE6YCWqIyROZdEgL	127.079	audio_features	2	-7.839	1	0.0347	0.212	0.931	0.681	0.864	https://api.spotify.com/v1/tracks/26J61MmE6YCWqIyROZdEgL	https://api.spotify.com/v1/audio-analysis/26J61MmE6YCWqIyROZdEgL	182453	4	0.00504	0.0	contemporary country	57.0	51	2001-07-23
1888	60	3oQomOPRNQ5NVFUmLJHbAV	4ogvuDRerGhZfSf7TtzHlr	4aM85igbrBcoRZVt7L11Zn	Over the Rainbow	Israel Kamakawiwo'ole	Alone In Iz World	False	1	10	spotify:track:3oQomOPRNQ5NVFUmLJHbAV	85.6	audio_features	0	-13.569	1	0.0404	0.0771	0.658	0.671	0.153	https://api.spotify.com/v1/tracks/3oQomOPRNQ5NVFUmLJHbAV	https://api.spotify.com/v1/audio-analysis/3oQomOPRNQ5NVFUmLJHbAV	211933	4	0.912	5.53e-05	hawaiian	60.0	50	2001-09-25
1904	67	4bk78jvK8Fe9YHqruOJW0v	1KCSPY1glIKqW2TotWuXOR	03pT16iWbhVKpDodI37D8b	Get The Party Started	P!nk	M!ssundaztood	False	1	4	spotify:track:4bk78jvK8Fe9YHqruOJW0v	128.943	audio_features	11	-3.387	0	0.0475	0.212	0.961	0.806	0.902	https://api.spotify.com/v1/tracks/4bk78jvK8Fe9YHqruOJW0v	https://api.spotify.com/v1/audio-analysis/4bk78jvK8Fe9YHqruOJW0v	191667	4	0.00127	0.0	dance pop	82.0	62	2001-01-01
1920	60	42T2QQv3xgBlpQxaSP7lnK	43sZBwHjahUvgbx1WNIkIz	2ENlJXygQX6en4iziijet6	One Last Breath	Creed	Weathered	False	1	5	spotify:track:42T2QQv3xgBlpQxaSP7lnK	126.362	audio_features	2	-5.834	1	0.0337	0.348	0.212	0.388	0.689	https://api.spotify.com/v1/tracks/42T2QQv3xgBlpQxaSP7lnK	https://api.spotify.com/v1/audio-analysis/42T2QQv3xgBlpQxaSP7lnK	238240	4	0.00809	0.000946	alternative metal	66.0	55	2001-01-01
1936	60	2VSbEXqs6NbNiZSTcHlIDR	43sZBwHjahUvgbx1WNIkIz	2ENlJXygQX6en4iziijet6	My Sacrifice	Creed	Weathered	False	1	6	spotify:track:2VSbEXqs6NbNiZSTcHlIDR	146.292	audio_features	2	-6.036	1	0.0517	0.0811	0.262	0.324	0.876	https://api.spotify.com/v1/tracks/2VSbEXqs6NbNiZSTcHlIDR	https://api.spotify.com/v1/audio-analysis/2VSbEXqs6NbNiZSTcHlIDR	294600	4	9.62e-05	1.33e-06	alternative metal	66.0	55	2001-01-01
1952	59	0zRpsXMbE1oBv58A22BhKN	4kKaAWGdu6WW0W415RWaQA	062AwdcinoKIdI7N5CFUUI	I Must Be High	South Park Mexican	Never Change (Explicit)	True	1	4	spotify:track:0zRpsXMbE1oBv58A22BhKN	81.018	audio_features	7	-5.543	1	0.133	0.0714	0.301	0.812	0.625	https://api.spotify.com/v1/tracks/0zRpsXMbE1oBv58A22BhKN	https://api.spotify.com/v1/audio-analysis/0zRpsXMbE1oBv58A22BhKN	284400	4	0.0385	0.0	chicano rap	61.0	57	2001
1968	60	6Fe3Flc9SjE03pqwD6PVQl	41Q0HrwWBtuUkJc7C1Rp6K	3TRn4uDntIyJV3bnu2Mnn1	Amber	311	From Chaos	False	1	10	spotify:track:6Fe3Flc9SjE03pqwD6PVQl	166.001	audio_features	0	-9.442	1	0.0473	0.0663	0.744	0.663	0.697	https://api.spotify.com/v1/tracks/6Fe3Flc9SjE03pqwD6PVQl	https://api.spotify.com/v1/audio-analysis/6Fe3Flc9SjE03pqwD6PVQl	206973	4	0.156	0.0224	alternative metal	65.0	52	2001-06-19
1984	61	24Gxm7Eh7tO83E26LG0CsY	7qG3b048QCHVRO5Pv1T5lw	6whfi6LNFoQnkvrQAWwZix	Hero	Enrique Iglesias	Escape	False	1	4	spotify:track:24Gxm7Eh7tO83E26LG0CsY	76.036	audio_features	7	-5.478	1	0.0447	0.11	0.154	0.567	0.65	https://api.spotify.com/v1/tracks/24Gxm7Eh7tO83E26LG0CsY	https://api.spotify.com/v1/audio-analysis/24Gxm7Eh7tO83E26LG0CsY	264600	4	0.135	1.94e-05	dance pop	82.0	52	2001-01-01
2000	65	5bU4KX47KqtDKKaLM4QCzh	7fWgqc4HJi3pcHhK8hKg2p	7lRvSWMUCTIjkvZQLy4yBx	Die MF Die	Dope	Life	True	1	6	spotify:track:5bU4KX47KqtDKKaLM4QCzh	126.02	audio_features	5	-3.524	0	0.07	0.109	0.567	0.657	0.96	https://api.spotify.com/v1/tracks/5bU4KX47KqtDKKaLM4QCzh	https://api.spotify.com/v1/audio-analysis/5bU4KX47KqtDKKaLM4QCzh	186067	4	0.00169	0.000997	alternative metal	58.0	55	2001-12-06
2016	61	5dpAN1mjFPL38kh9kWsCiw	4nCzT3o7lMgCWBcmdwCMsT	7IUXXDlKqqLRkJLXrrhXCo	Wasting My Time	Default	The Fallout (Limited Edition)	False	1	3	spotify:track:5dpAN1mjFPL38kh9kWsCiw	148.11	audio_features	2	-5.594	1	0.0322	0.0698	0.198	0.449	0.776	https://api.spotify.com/v1/tracks/5dpAN1mjFPL38kh9kWsCiw	https://api.spotify.com/v1/audio-analysis/5dpAN1mjFPL38kh9kWsCiw	269307	4	0.00171	0.0	alternative metal	53.0	52	2001
